Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 EC-5 Soil Moisture m³/m³ VWC	Port 3 EC-5 Soil Moisture m³/m³ VWC	Port 4 EC-5 Soil Moisture m³/m³ VWC	Port 5 EC-5 Soil Moisture m³/m³ VWC
06/09/16 10:00 PM	18.3	0.091	0.040	0.101	0.060
06/10/16 12:00 AM	10.9	0.091	0.040	0.097	0.055
06/10/16 02:00 AM	9.4	0.090	0.039	0.094	0.053
06/10/16 04:00 AM	9.2	0.090	0.038	0.092	0.051
06/10/16 06:00 AM	9.2	0.089	0.038	0.091	0.051
06/10/16 08:00 AM	13.9	0.089	0.038	0.091	0.051
06/10/16 10:00 AM	23.3	0.089	0.038	0.092	0.056
06/10/16 12:00 PM	26.6	0.087	0.037	0.096	0.069
06/10/16 02:00 PM	28.5	0.086	0.037	0.102	0.076
06/10/16 04:00 PM	29.8	0.086	0.038	0.105	0.073
06/10/16 06:00 PM	28.9	0.086	0.038	0.104	0.066
06/10/16 08:00 PM	26.6	0.087	0.038	0.100	0.060
06/10/16 10:00 PM	21.4	0.088	0.038	0.094	0.055
06/11/16 12:00 AM	15.5	0.088	0.038	0.091	0.051
06/11/16 02:00 AM	12.7	0.088	0.037	0.088	0.049
06/11/16 04:00 AM	12.8	0.087	0.037	0.086	0.047
06/11/16 06:00 AM	12.1	0.087	0.036	0.085	0.047
06/11/16 08:00 AM	12.1	0.086	0.036	0.084	0.047
06/11/16 10:00 AM	13.9	0.086	0.035	0.085	0.049
06/11/16 12:00 PM	16.3	0.085	0.035	0.087	0.053
06/11/16 02:00 PM	17.8	0.085	0.035	0.089	0.057
06/11/16 04:00 PM	17.8	0.085	0.035	0.089	0.057
06/11/16 06:00 PM	15.7	0.085	0.035	0.089	0.054
06/11/16 08:00 PM	12.8	0.085	0.035	0.086	0.051
06/11/16 10:00 PM	9.7	0.085	0.035	0.084	0.049
06/12/16 12:00 AM	8.2	0.084	0.035	0.082	0.046
06/12/16 02:00 AM	3.3	0.083	0.034	0.079	0.043
06/12/16 04:00 AM	2.6	0.083	0.034	0.078	0.042
06/12/16 06:00 AM	2.7	0.083	0.034	0.077	0.041
06/12/16 08:00 AM	6.4	0.083	0.033	0.077	0.042
06/12/16 10:00 AM	11.2	0.082	0.033	0.079	0.045
06/12/16 12:00 PM	14.6	0.082	0.033	0.081	0.049
06/12/16 02:00 PM	17.6	0.082	0.033	0.084	0.055
06/12/16 04:00 PM	20.7	0.081	0.033	0.089	0.060
06/12/16 06:00 PM	22.3	0.081	0.033	0.092	0.059
06/12/16 08:00 PM	21.3	0.082	0.033	0.090	0.054
06/12/16 10:00 PM	10.9	0.083	0.034	0.084	0.049
06/13/16 12:00 AM	6.9	0.083	0.033	0.080	0.045
06/13/16 02:00 AM	9.1	0.083	0.033	0.078	0.045
